task_id,graph_id,seed,alpha1_run_id,matched_o0_run_id,same_task,same_depth,same_seed,same_initialization,initial_theta_max_abs_difference,same_optimizer_name,same_nfev_budget,same_cobyla_rhobeg,same_cobyla_catol,same_optimizer_implementation,alpha1_scipy_version,matched_o0_scipy_version,same_scipy_version,alpha1_actual_nfev,matched_o0_actual_nfev,same_actual_nfev,objective_trajectory_available,initial_objective_alpha1_minus_o0,terminal_theta_max_abs_difference,terminal_objective_alpha1_minus_o0,P_feas_alpha1_minus_o0,G_feas_alpha1_minus_o0,P_opt_alpha1_minus_o0,alpha1_terminal_cvar_minus_mean,audit_classification
task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,3301,a2-e7b1d78f6f17479a4430,diag-run-bdd16fae9a32fad2041d,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.886579864025407e-15,0.04557178300145339,0.0018138540470915565,-3.085336697080006e-05,-0.004159074084577302,-3.4957205915899956e-05,-4.440892098500626e-16,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,1103,a2-596c65f96f94422d8b08,diag-run-59ec4fbc29d0a2b6d6f8,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-9.992007221626409e-15,0.5186626757503427,-0.012717014267878746,0.004824094723833499,0.1611060692995896,0.000510239249304,1.5543122344752194e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,2207,a2-eab7a61ab1aa4f648f22,diag-run-53a30bd2806f71fefa94,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.1102230246251565e-15,2.180933059148238e-08,-2.9808451262880453e-09,1.3716259031348876e-09,1.0023111896018122e-08,3.857036010024295e-10,5.10702591327572e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-0c6c4504c3d3,g-8a16a856f5377a40,3301,a2-627df89e92b70e04fa93,diag-run-895a39f60fbd43c033b6,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.6645352591003757e-15,0.1316931402473535,-0.005515477759792553,-0.004281240234300897,-0.045644180602033346,-0.0009969658718858004,-1.9539925233402755e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-4968f3a685c2,g-8a16a856f5377a40,1103,a2-fb3b393ca0ceff6fc73b,diag-run-334cedfc73c578d363bb,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.6209256159527285e-14,0.07148481597475875,0.005422479638718114,-0.00020725093860239998,-0.05663794082880291,-0.00020725093860239998,-1.3100631690576847e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-4968f3a685c2,g-8a16a856f5377a40,2207,a2-9e3cc55166e8db689322,diag-run-247be021030988cab799,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,7.327471962526033e-15,0.20540864382717583,0.026210299965792494,-0.0010476575979944,-0.07996418386190807,-0.0010476575979944,1.3988810110276972e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-4968f3a685c2,g-8a16a856f5377a40,3301,a2-c120dcb07be0aa7cc93a,diag-run-03d1ed8f39b7ce04c187,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.0436096431476471e-14,0.13649635853714415,-0.01725354480088437,0.0007224964372283997,0.05126433779261652,0.0007224964372283997,1.3100631690576847e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5de325b6f026,g-8a16a856f5377a40,1103,a2-a97fc604cb4e07748f0b,diag-run-3cf3f211a2b14c7e0f1f,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,3.774758283725532e-15,0.3285067533131218,0.019651500711381997,-0.0038454315607213997,-0.13573925146247534,-0.0025507543063764994,1.0880185641326534e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5de325b6f026,g-8a16a856f5377a40,2207,a2-a5ee64b343d8c728d84a,diag-run-940332b18ffb6604fdb5,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-6.661338147750939e-15,0.15047896294245985,0.0010126751742014495,-0.0004838452179334006,-0.00826514873415074,-0.00030254586009130155,-8.215650382226158e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5de325b6f026,g-8a16a856f5377a40,3301,a2-89bbd95d053abb85311f,diag-run-c2648c4ec412a5303b8b,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,4.440892098500626e-15,0.5383575068326392,0.024047675629705445,-0.0047964626001976984,-0.12136352614994417,-0.0024479893774027005,1.4210854715202004e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-69173fedcdae,g-8a16a856f5377a40,1103,a2-635289ec1dc815723c94,diag-run-ab569068d856ab47b984,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-5.329070518200751e-15,0.01402365916007104,-0.0001105079768524142,3.278771916889918e-05,0.0009376243076839597,4.684573178800021e-06,1.7763568394002505e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-69173fedcdae,g-8a16a856f5377a40,2207,a2-18046724de5a2b55b279,diag-run-1021d7d5f4daae64a96b,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.687538997430238e-14,1.2584934039328033e-08,2.0145884960243166e-09,-1.5634213923476636e-09,-1.0572034803146835e-08,-4.450355986507226e-10,-5.9952043329758445e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-69173fedcdae,g-8a16a856f5377a40,3301,a2-e14144a093cfa022a543,diag-run-99edc844e94355ba0af3,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-4.6629367034256575e-15,0.03997225726283651,-2.3084409531692884e-05,2.9040134244800314e-05,0.0008137892688582227,1.618103834109992e-05,-2.4424906541753444e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-8f4071cbe937,g-8a16a856f5377a40,1103,a2-4786b4c6f8ce953d55a0,diag-run-fa3a3aa9ac7a41b582ea,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.1102230246251565e-15,0.30964787283604545,-0.04439027793855099,0.0017245064783346,0.0778471380067911,0.0008026753744725,-8.437694987151191e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-8f4071cbe937,g-8a16a856f5377a40,2207,a2-85c6a6afae7a5cb23af7,diag-run-bfc46a4897cd0549a72f,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-4.440892098500626e-15,0.07082935983827213,0.007414463441396846,0.00036238288701999875,0.010902925378968975,0.0001853051045068001,-2.220446049250313e-16,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-8f4071cbe937,g-8a16a856f5377a40,3301,a2-3d5bda9d219b3b1d113a,diag-run-d5c3d92762d6a2a11dd2,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.220446049250313e-15,7.2128186090481e-08,-7.4176054187802265e-09,1.9583270075007597e-10,5.654293699919322e-09,1.8167439948257869e-10,-1.2656542480726783e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-eb1005d46905,g-8a16a856f5377a40,1103,a2-a3c83a5b246d4401b487,diag-run-d1b05e8c56cf8482fc91,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.5543122344752192e-15,8.34422042572669e-09,-1.3041190349838416e-10,5.837539999997698e-11,2.845798707795666e-09,1.3782100027198707e-11,-2.886579864025407e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-eb1005d46905,g-8a16a856f5377a40,2207,a2-bc3c52619234b4fd2c62,diag-run-baebd63fb4f8c3dcef6c,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,6.439293542825908e-15,0.04299204462958689,-0.004335572330524284,-0.0003314683555845979,-0.00297954037745507,-8.41351713900991e-05,-4.440892098500626e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-eb1005d46905,g-8a16a856f5377a40,3301,a2-ccf43d4662fec8f752fa,diag-run-e00633e420ec9c1b1701,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.2656542480726785e-14,4.947261267318481e-09,-1.6843115790976526e-09,5.69297400887514e-10,8.605354429036538e-09,1.5537590138114954e-10,-7.105427357601002e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-f0ef0f25a74e,g-8a16a856f5377a40,1103,a2-57de095ee41e1c09b610,diag-run-4c66c3c5391617d1f246,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-8.43769498715119e-15,0.03627914858425285,-0.0013560888111503466,-1.2302912872599187e-05,-0.00033574659905410975,1.9103632687999562e-06,-2.3314683517128287e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-f0ef0f25a74e,g-8a16a856f5377a40,2207,a2-83e87aac7ff14b35e091,diag-run-30bd6da58681e0f9ed59,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.020605904817785e-14,0.37039063981674425,0.007397674507971352,0.0044832652651743965,0.023435363393045527,0.0010889183581707963,-1.3322676295501878e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-f0ef0f25a74e,g-8a16a856f5377a40,3301,a2-11f82ba016e0d41133b0,diag-run-d9fc23154eb2fe57aae3,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.1102230246251565e-15,0.14441938495503814,-0.0009656617961268932,0.00021127173343100242,0.004542068676663513,0.00021947489811569975,8.659739592076221e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5acbf653f95a,g-a712031e7959d564,1103,a2-5a93d8b97a4030924f99,diag-run-0028a2826a3e013ff963,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-6.661338147750939e-16,0.4642199821603814,-0.0074166177922869725,0.0022274096003625007,0.07208188656054726,0.0014142876176999,2.153832667772804e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5acbf653f95a,g-a712031e7959d564,2207,a2-78e817707e9a1cbbe8cd,diag-run-f466d1c79f16b25b562b,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-7.327471962526033e-15,0.5201136167254546,-0.009901430005091916,7.273243620880068e-05,0.0013869843716192154,0.0003838870195719997,-2.4424906541753444e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5acbf653f95a,g-a712031e7959d564,3301,a2-4bb0cd3adbf28521bf89,diag-run-4d88c75706a2c794c7d5,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-4.6629367034256575e-15,0.4622539115966888,-0.0022858781023356034,0.0009289682740780004,0.02540948213094496,0.0010057943334843,2.4424906541753444e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5b0627539151,g-a712031e7959d564,1103,a2-2eae65eb56400e718e0b,diag-run-2e4ea5e2152d2ee00463,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-3.9968028886505635e-15,0.539318028635067,-0.008156674461987423,0.0032638139853393006,0.09187420968270876,0.00023600015962630012,1.5765166949677223e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5b0627539151,g-a712031e7959d564,2207,a2-44a04b84ffb362c94780,diag-run-5ef10d2f17a0ed6cca35,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-8.881784197001252e-16,0.18176170603811048,-0.024255401195835136,0.0018458593179371124,0.010098511253879838,-0.0002692822247231004,-1.1102230246251563e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-5b0627539151,g-a712031e7959d564,3301,a2-4bd94e041dc0ea0538ff,diag-run-b92184dafc959dd7beb1,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,7.993605777301127e-15,0.00457763715134769,-1.9477834475534195e-05,-6.393193571049838e-05,-0.00036731088162023084,-8.513745147739962e-05,-1.2212453270876722e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-8792ce3c54d5,g-a712031e7959d564,1103,a2-ca834a341b6cbfc16d25,diag-run-de85f4528b1f7244096d,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,3.774758283725532e-15,1.3498837956385512e-06,-4.3304476449179674e-08,-2.1082728699980957e-08,-9.134046397019091e-07,-2.1082728699980957e-08,1.3322676295501878e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-8792ce3c54d5,g-a712031e7959d564,2207,a2-6b0f0114a1eb98031ba0,diag-run-355c217819ee66632405,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.5765166949677223e-14,0.027492558474082607,-0.0019165513613403906,0.0005814108015737996,0.02909142805043352,0.0005814108015737996,-1.2434497875801752e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-8792ce3c54d5,g-a712031e7959d564,3301,a2-5c0370489da5cb7ae2ee,diag-run-d01052c2e7945ca969a1,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.7319479184152442e-14,0.0975028395445884,-0.0011337661347481376,0.00038000753707150003,0.017695810371932907,0.00038000753707150003,-5.551115123125783e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-8c0a098a6f8b,g-a712031e7959d564,1103,a2-887cd5792cbb63a6450a,diag-run-54a38e54bda034120e06,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.509903313490213e-14,0.03780049175097413,0.0005650320665087083,-0.00016581076334419922,-0.004742489815817041,1.3841624249000262e-06,1.6209256159527282e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-8c0a098a6f8b,g-a712031e7959d564,2207,a2-4d2d98a06e8dd47ae288,diag-run-4cc232e2e1527dfa8a31,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.0880185641326534e-14,0.3220603035090135,-0.014409295759583829,0.011715250659549897,0.05558597080114058,0.0025211541247194998,1.9095836023552686e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-8c0a098a6f8b,g-a712031e7959d564,3301,a2-f5e2cec2a1fc6d40ca1e,diag-run-7a05b33011dd1bd492e7,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,3.9968028886505635e-15,0.4067706088019471,-0.008913420398162009,0.0035231479912763985,0.08621823502755799,0.0002753895875423,-1.5543122344752194e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-ac528a9510be,g-a712031e7959d564,1103,a2-71d497f67d7708c35720,diag-run-01fdcf317c6dd31753ae,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-9.103828801926284e-15,0.2651876302701022,-0.025969589733060516,0.007882719872751,0.07348666562758832,0.0017050515290859998,-1.3322676295501878e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-ac528a9510be,g-a712031e7959d564,2207,a2-6dbd46e139963fd6cf3c,diag-run-1429e27b5fc1b4b7ee84,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.3322676295501878e-14,0.1834802971442514,0.01481930506357787,-0.008188585360598195,-0.05778534017640968,-0.0013247137733441994,-2.4424906541753444e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-ac528a9510be,g-a712031e7959d564,3301,a2-afd32032eb59b4a4ace2,diag-run-6bf03b184442bee2900e,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.199040866595169e-14,0.015754731248339593,0.0006150135807876378,0.002643110181812798,0.02219782505719481,0.0008261148886852011,8.659739592076221e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-c5ed7c8b71f4,g-a712031e7959d564,1103,a2-3a098c32da44a6ab1bcd,diag-run-09d562279c7b3b7a7ef2,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.1102230246251565e-15,0.03909417295950617,-0.0004132221072852271,0.00013994985062650012,0.004178124152939944,-7.4922546060001306e-06,-9.992007221626407e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-c5ed7c8b71f4,g-a712031e7959d564,2207,a2-be84502cd01227dbbea3,diag-run-a96ffe6732140aacc93a,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-3.9968028886505635e-15,0.41475349616615753,-0.04172104747444072,0.011986488193785103,0.07022082463777735,0.0028639137880916,-1.3322676295501878e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-c5ed7c8b71f4,g-a712031e7959d564,3301,a2-244333ad1cacf2c87745,diag-run-6a402779bed71aba3ccd,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-7.549516567451064e-15,0.10712507978888519,0.01165258940021463,-0.002530018754853997,-0.045333020906778376,-7.539107321300007e-05,6.661338147750939e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-ef23e17da545,g-a712031e7959d564,1103,a2-2b1cb51c1b4941d83f5e,diag-run-aa43fbb2f41a00974c3c,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.1102230246251565e-15,0.7335930041258036,0.032356767216177085,-0.0031201412684104986,-0.05057225851535718,-0.0013408652617692002,-6.8833827526759706e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-ef23e17da545,g-a712031e7959d564,2207,a2-d75cfe2d0c8877a369a0,diag-run-4c86beb6d583432fa8d8,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,9.992007221626409e-15,0.48140951755096517,-0.003933779951249328,0.0009935959460237037,0.01215385155363724,0.0006473825063708985,1.0658141036401504e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-ef23e17da545,g-a712031e7959d564,3301,a2-450cf80b0e9b8b71ee3a,diag-run-d954e9319490a97ed284,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,8.659739592076221e-15,0.22688878183338712,-0.05203077701404779,0.0082233601040902,0.09930718112037829,0.0039715826191605,-1.4654943925052066e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-11173062a501,g-a87f1b9ac089cc45,1103,a2-521d4ea8d2584df96d71,diag-run-84bed8aecb9d96272397,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,2.930988785010413e-14,0.423852596070005,0.016543049854259806,-5.0863683307998675e-05,-0.0020356241667141006,-6.905494079579959e-05,5.329070518200752e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-11173062a501,g-a87f1b9ac089cc45,2207,a2-c7b76045ea102c77ea71,diag-run-b4b35c0a70785eb49735,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,8.970602038971265e-14,0.6244312285737584,-0.06365537182689063,0.0052307311764594,0.27210285674890544,0.0016828287889176,5.5955240441107896e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-11173062a501,g-a87f1b9ac089cc45,3301,a2-8f5a3c055d4818cb527b,diag-run-7db8c1ec0c71a0d4f34d,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.5091040356528538e-14,0.47695122664817435,-0.020088649123730873,0.0026604797686864004,0.15015196699895217,0.0008221211886755,1.199040866595169e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,1103,a2-7dcc3fc8e482656fed16,diag-run-dd4fec38e0229acf5933,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,5.062616992290714e-14,0.16828344744461798,0.010471203263679119,-0.00023805147295389998,-0.05362602562444607,-0.00023805147295389998,9.992007221626409e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,2207,a2-2bccc6b12857fbff7ce3,diag-run-16c9e5c3e0b9de5411e2,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.2501111257279263e-13,0.05294015040184874,-0.010474523313227069,4.1716894954800174e-05,0.006160000282384281,4.1716894954800174e-05,0.0,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,3301,a2-72a4f095da62f0171703,diag-run-f742811c21c11918e44e,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,8.038014698286133e-14,1.6322371044004864,-0.003653722456845143,0.0012373004881777003,0.1473232386012442,0.0012373004881777003,1.494360191145461e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-7133b996bac7,g-a87f1b9ac089cc45,1103,a2-39f053f87fdc2b6ec538,diag-run-08692e7d6eccba5125cc,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,2.19824158875781e-14,1.587156740277198,0.007288829919517736,0.0022835407490761003,0.28627532093069696,0.0013708351990697999,8.393286066166183e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-7133b996bac7,g-a87f1b9ac089cc45,2207,a2-273b5bbfa13d0def2c0f,diag-run-9cd4ee20727711853a26,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,6.195044477408373e-14,0.18934344901037825,-0.005835900158377205,0.0007879904892459,0.10897384327178417,0.0005499732882806999,-2.753353101070388e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-7133b996bac7,g-a87f1b9ac089cc45,3301,a2-727c82e9dca054b3cdba,diag-run-487fb49c5d813723c93c,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-8.903988657493755e-14,0.15889265735442315,-0.008222868752270962,-0.0006685782784233998,-0.07694491707631679,-0.00041879672212700005,-1.820765760385257e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,1103,a2-a84cb6fcf8e92d92e6f9,diag-run-cb182e46b8bb8695ad10,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.1612932837579137e-13,0.1995507726664355,-0.02536729786089187,2.029558376420021e-05,0.0022102814757540834,4.051469088600136e-06,1.2523315717771768e-13,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,2207,a2-f5b4ca94ac5d11383898,diag-run-9bb4da59867716605222,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.4921397450962104e-13,1.2060909402649909,-0.0010484967022839076,-0.00023149031636919993,-0.04147157762160569,-0.0001491760704952997,-3.3306690738754696e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,3301,a2-1f65c79b9a51bc1b1b94,diag-run-b2e4cd39bd9c843baa96,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,2.220446049250313e-15,0.19204667873432976,0.024747365903337704,-0.0010515834434364,-0.19574331492177688,-0.000845982320768,3.086420008457935e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,1103,a2-53d7acc6f5cb95bf781d,diag-run-7fe7bcab1761e8ca294b,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,1.2256862191861728e-13,4.768383146114274e-07,6.243541461614655e-08,1.0348544998359244e-09,9.357832198020333e-08,6.558261000239041e-10,7.616129948928575e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,2207,a2-bebdb169ebc62b0646c6,diag-run-3de2bdf78da27b5972a6,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-1.829647544582258e-13,0.23473807983549477,0.00013977255290464896,0.0015577188550622003,0.089419490441772,0.0008235635590239996,3.26405569239796e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,3301,a2-17a47136dfeea26ff1c8,diag-run-a51b9e8f5a4fbc7550db,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.886579864025407e-15,0.4350123849371312,-0.057027883563780524,0.0020596025564663,0.16152272315437166,0.0010770997248637,-1.554312234475219e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,1103,a2-c10f7891418f3f3cd9a2,diag-run-e9d7728978f554723306,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-2.842170943040401e-14,0.019661204055379407,7.320881771422094e-05,-9.19773544998722e-08,-2.9625906156294235e-05,5.576499681000002e-07,-4.085620730620576e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,2207,a2-87f3c086b49bd4137ac4,diag-run-b31e208425eba1088758,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-8.326672684688674e-14,0.16189257836400464,0.020596986060017475,-0.0013229554031129,-0.13385335621110395,-0.00044710748518490004,-5.9952043329758445e-15,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,3301,a2-34b6d177750e829535e2,diag-run-f3591ee7a3b059d01442,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,2.8199664825478976e-14,0.09458988849026738,-0.02258284675909983,1.6375038386399966e-05,0.011256303106061738,1.27124849776e-05,8.881784197001252e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,1103,a2-7062d5959409fd987549,diag-run-9fb0e8b29d372ae6f3c2,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-9.592326932761353e-14,0.5261517789278147,-0.02199924763414307,0.00044383556680549995,0.14236340103024991,5.162323079710001e-05,-1.2212453270876722e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,2207,a2-28386a6d4e3ecc111a0c,diag-run-83a03708a2995b8180e4,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,-7.993605777301127e-15,0.06948722345410285,0.0010607410315310872,0.00035404298863219927,0.01783294743101349,8.332542880590006e-05,-2.753353101070388e-14,PROTOCOL_NOT_FULLY_IDENTICAL
task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,3301,a2-c034f2b98128706ec696,diag-run-dfcad14b918574f48257,True,True,True,True,0.0,True,True,True,True,False,1.18.0,1.17.0,False,120,120,True,False,8.992806499463768e-14,0.4721597553482062,0.011884567785099165,-0.0003511755230718998,-0.11386132173481767,-3.85252926803e-05,-3.6415315207705135e-14,PROTOCOL_NOT_FULLY_IDENTICAL
