experiment,run_id,task_id,graph_id,objective,optimizer,depth,alpha,nfev_budget,actual_nfev,shots,seed,status,started_at,finished_at,runtime_s,output_path,error_message,git_commit,dirty_state_fingerprint
A1_OPTIMIZER_ROBUSTNESS,a1-146528171105148bf920,task-v2-780e1209d403,g-e0c69f84d376b633,O3,Nelder-Mead,3.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:14:09+02:00,2026-09-04T05:16:04+02:00,115.03796170651913,results/reviewer_robustness/A1_optimizer/runs/a1-146528171105148bf920.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1482540358c357010233,task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,O0,COBYLA,3.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T04:45:01+02:00,2026-09-04T04:46:58+02:00,117.55820316262543,results/reviewer_robustness/A1_optimizer/runs/a1-1482540358c357010233.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-149bf2b2574d1be19f6d,task-v2-ce7fc44fc7b5,g-548c8c6335dd2a2e,O3,COBYLA,3.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T04:33:18+02:00,2026-09-04T04:33:18+02:00,0.22519177570939064,results/reviewer_robustness/A1_optimizer/runs/a1-149bf2b2574d1be19f6d.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-14b2639bd8fd7d7aad5b,task-v2-5d31ef4af595,g-bd62d2d752385cc7,O3,SLSQP,2.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T04:36:48+02:00,2026-09-04T04:36:53+02:00,4.691230149939656,results/reviewer_robustness/A1_optimizer/runs/a1-14b2639bd8fd7d7aad5b.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-14c2c7ae130657f7c2bb,task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,O0,COBYLA,2.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T04:37:10+02:00,2026-09-04T04:38:32+02:00,81.79465905297548,results/reviewer_robustness/A1_optimizer/runs/a1-14c2c7ae130657f7c2bb.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-14f1348aec8ab460342d,task-v2-0c6c4504c3d3,g-8a16a856f5377a40,O0,Nelder-Mead,3.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T05:40:16+02:00,2026-09-04T05:40:17+02:00,0.4047463731840253,results/reviewer_robustness/A1_optimizer/runs/a1-14f1348aec8ab460342d.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-151eef1d813bfb477c9d,task-v2-a0f813383468,g-60667963f6db3f1b,O3,COBYLA,2.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T05:40:03+02:00,2026-09-04T05:40:04+02:00,0.2539530210196972,results/reviewer_robustness/A1_optimizer/runs/a1-151eef1d813bfb477c9d.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-15314559ee2c1fa5cd12,task-v2-0c6c4504c3d3,g-8a16a856f5377a40,O0,COBYLA,3.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T05:40:10+02:00,2026-09-04T05:40:11+02:00,0.6057502022013068,results/reviewer_robustness/A1_optimizer/runs/a1-15314559ee2c1fa5cd12.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-154556021a170dd3cb25,task-v2-f0ef0f25a74e,g-8a16a856f5377a40,O0,SLSQP,2.0,0.1,120.0,98.0,,1103.0,COMPLETE,2026-09-04T05:40:19+02:00,2026-09-04T05:40:19+02:00,0.23105877824127674,results/reviewer_robustness/A1_optimizer/runs/a1-154556021a170dd3cb25.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-15a0800bd0999ca8ffa5,task-v2-e449b07a1126,g-e0c69f84d376b633,O0,Nelder-Mead,3.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T06:15:58+02:00,2026-09-04T06:18:03+02:00,125.45315340533853,results/reviewer_robustness/A1_optimizer/runs/a1-15a0800bd0999ca8ffa5.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-15c8d30746e0d84cd6fe,task-v2-0c6c4504c3d3,g-8a16a856f5377a40,O3,Nelder-Mead,3.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:40:18+02:00,2026-09-04T05:40:18+02:00,0.44720467645674944,results/reviewer_robustness/A1_optimizer/runs/a1-15c8d30746e0d84cd6fe.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-15efd357985e4ca5cb84,task-v2-526a936f38d9,g-e0c69f84d376b633,O3,COBYLA,3.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T06:58:53+02:00,2026-09-04T07:01:06+02:00,133.00333625357598,results/reviewer_robustness/A1_optimizer/runs/a1-15efd357985e4ca5cb84.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-15f56a137300089dda07,task-v2-526a936f38d9,g-e0c69f84d376b633,O0,Nelder-Mead,2.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T07:01:06+02:00,2026-09-04T07:02:36+02:00,89.56753788050264,results/reviewer_robustness/A1_optimizer/runs/a1-15f56a137300089dda07.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-161e01472242eb126128,task-v2-3f363bac5736,g-60667963f6db3f1b,O3,SLSQP,2.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T04:33:21+02:00,2026-09-04T04:33:21+02:00,0.08609820064157248,results/reviewer_robustness/A1_optimizer/runs/a1-161e01472242eb126128.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-162de645ad508a8562c6,task-v2-a2561503b5d0,g-bd62d2d752385cc7,O3,COBYLA,3.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:41:28+02:00,2026-09-04T05:41:34+02:00,6.277565293945372,results/reviewer_robustness/A1_optimizer/runs/a1-162de645ad508a8562c6.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-163d9bec2a7d5c0ad3ea,task-v2-ef23e17da545,g-a712031e7959d564,O0,Nelder-Mead,3.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:40:25+02:00,2026-09-04T05:40:26+02:00,0.39464260917156935,results/reviewer_robustness/A1_optimizer/runs/a1-163d9bec2a7d5c0ad3ea.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-166c65000ac23e1659a7,task-v2-e243a3cd3e64,g-bd62d2d752385cc7,O0,SLSQP,3.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T04:36:34+02:00,2026-09-04T04:36:41+02:00,6.571544893085957,results/reviewer_robustness/A1_optimizer/runs/a1-166c65000ac23e1659a7.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-16739f577d3f35331be0,task-v2-a0f813383468,g-60667963f6db3f1b,O0,Nelder-Mead,2.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:40:05+02:00,2026-09-04T05:40:05+02:00,0.07623518444597721,results/reviewer_robustness/A1_optimizer/runs/a1-16739f577d3f35331be0.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1695f57ec624947ac1e4,task-v2-780e1209d403,g-e0c69f84d376b633,O0,SLSQP,3.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:21:45+02:00,2026-09-04T05:23:40+02:00,114.8348629437387,results/reviewer_robustness/A1_optimizer/runs/a1-1695f57ec624947ac1e4.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-16976e2afce81ae67b65,task-v2-095187356858,g-3ff7063ef9ea5cfb,O3,COBYLA,3.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:41:10+02:00,2026-09-04T05:41:15+02:00,5.784393631853163,results/reviewer_robustness/A1_optimizer/runs/a1-16976e2afce81ae67b65.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1697c12b488c8fd8755c,task-v2-420d9636beee,g-e0c69f84d376b633,O0,COBYLA,2.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T04:38:38+02:00,2026-09-04T04:39:58+02:00,79.87688117194921,results/reviewer_robustness/A1_optimizer/runs/a1-1697c12b488c8fd8755c.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1697fe17628a496da948,task-v2-f0ef0f25a74e,g-8a16a856f5377a40,O0,COBYLA,2.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:40:07+02:00,2026-09-04T05:40:08+02:00,0.5151640130206943,results/reviewer_robustness/A1_optimizer/runs/a1-1697fe17628a496da948.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-16a8567b48aa2f74f258,task-v2-8c0a098a6f8b,g-a712031e7959d564,O3,Nelder-Mead,2.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T04:33:36+02:00,2026-09-04T04:33:37+02:00,0.35033978149294853,results/reviewer_robustness/A1_optimizer/runs/a1-16a8567b48aa2f74f258.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-16c2406511af7ee00c8b,task-v2-73f419868dc6,g-553bb3c5ba0f2136,O0,COBYLA,3.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T04:33:17+02:00,2026-09-04T04:33:17+02:00,0.2255176417529583,results/reviewer_robustness/A1_optimizer/runs/a1-16c2406511af7ee00c8b.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-16cb702fe7248e35d0b3,task-v2-e449b07a1126,g-e0c69f84d376b633,O3,COBYLA,2.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:56:25+02:00,2026-09-04T05:57:52+02:00,86.56579851545393,results/reviewer_robustness/A1_optimizer/runs/a1-16cb702fe7248e35d0b3.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-16f0a3c532b0b1314df1,task-v2-07b8f456a957,g-3ff7063ef9ea5cfb,O3,Nelder-Mead,2.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:42:15+02:00,2026-09-04T05:42:19+02:00,3.843574482947588,results/reviewer_robustness/A1_optimizer/runs/a1-16f0a3c532b0b1314df1.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-16f53d401d5780c32c95,task-v2-5b0627539151,g-a712031e7959d564,O0,Nelder-Mead,2.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:40:29+02:00,2026-09-04T05:40:29+02:00,0.30408473312854767,results/reviewer_robustness/A1_optimizer/runs/a1-16f53d401d5780c32c95.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-17066539be4e044d5d7d,task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,O3,SLSQP,2.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:40:07+02:00,2026-09-04T05:40:07+02:00,0.08270175941288471,results/reviewer_robustness/A1_optimizer/runs/a1-17066539be4e044d5d7d.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-171cb7f8d0243bd0683e,task-v2-f83834022ee2,g-553bb3c5ba0f2136,O3,SLSQP,2.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:40:04+02:00,2026-09-04T05:40:04+02:00,0.055670466274023056,results/reviewer_robustness/A1_optimizer/runs/a1-171cb7f8d0243bd0683e.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-17343800f21493edbd9e,task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,O3,SLSQP,3.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:45:41+02:00,2026-09-04T05:45:46+02:00,4.989502370357513,results/reviewer_robustness/A1_optimizer/runs/a1-17343800f21493edbd9e.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-173e340820d19ac4c749,task-v2-7133b996bac7,g-a87f1b9ac089cc45,O0,COBYLA,2.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:43:36+02:00,2026-09-04T05:44:55+02:00,79.70931012555957,results/reviewer_robustness/A1_optimizer/runs/a1-173e340820d19ac4c749.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-17636cb5bec1d002e538,task-v2-f83834022ee2,g-553bb3c5ba0f2136,O0,Nelder-Mead,2.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T05:40:03+02:00,2026-09-04T05:40:03+02:00,0.02751492615789175,results/reviewer_robustness/A1_optimizer/runs/a1-17636cb5bec1d002e538.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-17712a6758dd9fa095b6,task-v2-11173062a501,g-a87f1b9ac089cc45,O0,Nelder-Mead,3.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T06:13:19+02:00,2026-09-04T06:15:25+02:00,126.02078877296299,results/reviewer_robustness/A1_optimizer/runs/a1-17712a6758dd9fa095b6.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-17ba663d4e3a06865894,task-v2-6e79cb6720c5,g-e0c69f84d376b633,O0,COBYLA,3.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T05:54:18+02:00,2026-09-04T05:56:23+02:00,124.86574818845838,results/reviewer_robustness/A1_optimizer/runs/a1-17ba663d4e3a06865894.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-17d413d3155f6ffe9f0d,task-v2-606c43f06406,g-3ff7063ef9ea5cfb,O3,Nelder-Mead,3.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T04:35:34+02:00,2026-09-04T04:35:41+02:00,6.756659860722721,results/reviewer_robustness/A1_optimizer/runs/a1-17d413d3155f6ffe9f0d.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1814069cfea998c91621,task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,O0,Nelder-Mead,2.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T06:07:23+02:00,2026-09-04T06:08:49+02:00,86.76942670438439,results/reviewer_robustness/A1_optimizer/runs/a1-1814069cfea998c91621.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1865e68bc732d3549b4f,task-v2-e243a3cd3e64,g-bd62d2d752385cc7,O0,COBYLA,2.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T04:33:45+02:00,2026-09-04T04:33:50+02:00,4.98533162008971,results/reviewer_robustness/A1_optimizer/runs/a1-1865e68bc732d3549b4f.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-188147061a39ca8da31b,task-v2-4e78b3f98433,g-553bb3c5ba0f2136,O3,SLSQP,2.0,0.1,120.0,75.0,,1103.0,COMPLETE,2026-09-04T04:33:19+02:00,2026-09-04T04:33:19+02:00,0.0275814151391387,results/reviewer_robustness/A1_optimizer/runs/a1-188147061a39ca8da31b.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-188ea4015b63b06498d1,task-v2-f4789f22d2c1,g-6aa6775bed3bc2cc,O3,SLSQP,2.0,0.1,120.0,113.0,,1103.0,COMPLETE,2026-09-04T04:33:25+02:00,2026-09-04T04:33:25+02:00,0.0765142971649766,results/reviewer_robustness/A1_optimizer/runs/a1-188ea4015b63b06498d1.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-18a09f9f7c2bddc9e51a,task-v2-e449b07a1126,g-e0c69f84d376b633,O0,COBYLA,2.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:47:21+02:00,2026-09-04T05:48:46+02:00,84.7921990621835,results/reviewer_robustness/A1_optimizer/runs/a1-18a09f9f7c2bddc9e51a.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-191bad9a98bb2ba5d34e,task-v2-780e1209d403,g-e0c69f84d376b633,O0,SLSQP,2.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:19:13+02:00,2026-09-04T05:20:28+02:00,75.6240529473871,results/reviewer_robustness/A1_optimizer/runs/a1-191bad9a98bb2ba5d34e.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-193baf2a872d719457d5,task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,O0,Nelder-Mead,2.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T04:35:02+02:00,2026-09-04T04:35:07+02:00,4.8567125936970115,results/reviewer_robustness/A1_optimizer/runs/a1-193baf2a872d719457d5.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1959e9673432713b70dc,task-v2-420d9636beee,g-e0c69f84d376b633,O3,Nelder-Mead,2.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:09:34+02:00,2026-09-04T05:10:56+02:00,81.95885868929327,results/reviewer_robustness/A1_optimizer/runs/a1-1959e9673432713b70dc.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1960944abc52bfc9a142,task-v2-8c0a098a6f8b,g-a712031e7959d564,O3,Nelder-Mead,2.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T04:33:37+02:00,2026-09-04T04:33:37+02:00,0.3579830573871732,results/reviewer_robustness/A1_optimizer/runs/a1-1960944abc52bfc9a142.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1998fd29151b2df00df8,task-v2-f0ef0f25a74e,g-8a16a856f5377a40,O3,Nelder-Mead,3.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:40:18+02:00,2026-09-04T05:40:18+02:00,0.43155475705862045,results/reviewer_robustness/A1_optimizer/runs/a1-1998fd29151b2df00df8.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-19d62ecca6c8d416d313,task-v2-59a464f36e13,g-bd62d2d752385cc7,O3,Nelder-Mead,3.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T04:35:48+02:00,2026-09-04T04:35:54+02:00,6.704564408399165,results/reviewer_robustness/A1_optimizer/runs/a1-19d62ecca6c8d416d313.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-19d93f3159c04b601c0f,task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,O3,Nelder-Mead,3.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T05:45:01+02:00,2026-09-04T05:45:06+02:00,5.274856724776328,results/reviewer_robustness/A1_optimizer/runs/a1-19d93f3159c04b601c0f.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-19de3f3484c3c9b3f570,task-v2-3cd2eda112d3,g-6aa6775bed3bc2cc,O3,Nelder-Mead,2.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T04:33:24+02:00,2026-09-04T04:33:24+02:00,0.11095490772277117,results/reviewer_robustness/A1_optimizer/runs/a1-19de3f3484c3c9b3f570.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1a2c626ef2a8211ce73c,task-v2-ef23e17da545,g-a712031e7959d564,O3,SLSQP,2.0,0.1,120.0,120.0,,3301.0,COMPLETE,2026-09-04T05:40:32+02:00,2026-09-04T05:40:32+02:00,0.29158483166247606,results/reviewer_robustness/A1_optimizer/runs/a1-1a2c626ef2a8211ce73c.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1a2d3d7458bb1ee2aec0,task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,O0,Nelder-Mead,3.0,0.1,120.0,120.0,,2207.0,COMPLETE,2026-09-04T05:03:51+02:00,2026-09-04T05:06:02+02:00,131.6117205005139,results/reviewer_robustness/A1_optimizer/runs/a1-1a2d3d7458bb1ee2aec0.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1a4988628bf077f640dd,task-v2-f0ef0f25a74e,g-8a16a856f5377a40,O0,Nelder-Mead,3.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:40:15+02:00,2026-09-04T05:40:16+02:00,0.42172781005501747,results/reviewer_robustness/A1_optimizer/runs/a1-1a4988628bf077f640dd.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
A1_OPTIMIZER_ROBUSTNESS,a1-1a52b5bb2207421f9f11,task-v2-f1a738d52e35,g-60667963f6db3f1b,O3,COBYLA,3.0,0.1,120.0,120.0,,1103.0,COMPLETE,2026-09-04T05:40:04+02:00,2026-09-04T05:40:04+02:00,0.280503848567605,results/reviewer_robustness/A1_optimizer/runs/a1-1a52b5bb2207421f9f11.json,,4d1111f3661f4b2df852eec2b382555a63e434d2,f8c23ecf893f3e7ab05000dc374f073c2ec933e5f7f4e4cb3b6e544c51f52e98
