task_id,graph_id,base_instance_id,size_stratum,tightness_level,target_n_edges,actual_n_edges,n_nodes,n_edges,n_qubits,resource_count,budget,budget_quantile,duplicate_budget,duplicate_feasible_set,n_candidate_routes,n_feasible_routes,route_feasible_fraction,state_space_size,n_feasible_states,feasible_state_fraction,n_optimal_states,optimal_cost,zero_feasible,task_build_time_s,exact_reference_time_s,representation_enumeration_time_s,structural_path_state_count,stress_level,base_index,stress_policy,target_feasible_route_count,actual_feasible_route_count,selection_reason,unique_resource_consumptions,achievable_distinct_feasible_sets,effective_distinct_stress_levels,stress_status,resource_support_min,resource_support_max,dilution_score,theoretical_min_positive_fraction
task-v2-356d367a6a2c,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D5,13,13,8,13,13,1,1155.0,,False,False,7,5,0.7142857142857143,8192,5,0.0006103515625,1,7.0,False,0.00025280285626649857,0.03567124530673027,0.035669139586389065,7,D5,3,distinct_feasible_route_cardinality,5,5,ADAPTIVE_RESOLUTION_FILL,7,7,7,OK,1,1000,3.2144199392957367,0.0001220703125
task-v2-747868754e4a,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D6,13,13,8,13,13,1,1279.0,,False,False,7,6,0.8571428571428571,8192,6,0.000732421875,1,7.0,False,0.00025280285626649857,0.035671332851052284,0.035669139586389065,7,D6,3,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,7,7,7,OK,1,1000,3.135238693248112,0.0001220703125
task-v2-ba2b70f61e3b,g-f0c91af33253395a,v2-S3-b003-g-f0c91af33253395a,S3,D7,13,13,8,13,13,1,1674.0,,False,False,7,7,1.0,8192,7,0.0008544921875,1,7.0,False,0.00025280285626649857,0.03567126113921404,0.035669139586389065,7,D7,3,distinct_feasible_route_cardinality,7,7,PREFERRED_EXACT,7,7,7,OK,1,1000,3.0682919036174985,0.0001220703125
task-v2-59fd840ba77c,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D1,13,13,8,13,13,1,1378.0,,False,False,7,1,0.14285714285714285,8192,1,0.0001220703125,1,15.0,False,0.0002405252307653427,0.03659299574792385,0.03658882901072502,7,D1,4,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,7,7,7,OK,1,1000,3.9133899436317554,0.0001220703125
task-v2-87f0030ee4db,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D2,13,13,8,13,13,1,1391.0,,False,False,7,2,0.2857142857142857,8192,2,0.000244140625,1,15.0,False,0.0002405252307653427,0.03659157548099756,0.03658882901072502,7,D2,4,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,7,7,7,OK,1,1000,3.612359947967774,0.0001220703125
task-v2-835da0eb601e,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D3,13,13,8,13,13,1,1534.0,,False,False,7,3,0.42857142857142855,8192,3,0.0003662109375,1,15.0,False,0.0002405252307653427,0.03659126069396734,0.03658882901072502,7,D3,4,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,7,7,7,OK,1,1000,3.4362686889120932,0.0001220703125
task-v2-404bfd76cc2e,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D4,13,13,8,13,13,1,1542.0,,False,False,7,4,0.5714285714285714,8192,4,0.00048828125,1,15.0,False,0.0002405252307653427,0.03659103438258171,0.03658882901072502,7,D4,4,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,7,7,7,OK,1,1000,3.311329952303793,0.0001220703125
task-v2-e1d0a1367c62,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D5,13,13,8,13,13,1,1563.0,,False,False,7,5,0.7142857142857143,8192,5,0.0006103515625,1,15.0,False,0.0002405252307653427,0.036590985022485256,0.03658882901072502,7,D5,4,distinct_feasible_route_cardinality,5,5,ADAPTIVE_RESOLUTION_FILL,7,7,7,OK,1,1000,3.2144199392957367,0.0001220703125
task-v2-7eefc621bd20,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D6,13,13,8,13,13,1,1676.0,,False,False,7,6,0.8571428571428571,8192,6,0.000732421875,1,15.0,False,0.0002405252307653427,0.03659091051667929,0.03658882901072502,7,D6,4,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,7,7,7,OK,1,1000,3.135238693248112,0.0001220703125
task-v2-8d35df6592f7,g-64377640089a831f,v2-S3-b004-g-64377640089a831f,S3,D7,13,13,8,13,13,1,1880.0,,False,False,7,7,1.0,8192,7,0.0008544921875,1,15.0,False,0.0002405252307653427,0.0365912988781929,0.03658882901072502,7,D7,4,distinct_feasible_route_cardinality,7,7,PREFERRED_EXACT,7,7,7,OK,1,1000,3.0682919036174985,0.0001220703125
task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D1,16,16,10,16,16,1,920.0,,False,False,9,1,0.1111111111111111,65536,1,1.52587890625e-05,1,16.0,False,0.0003539836034178734,0.3104464393109083,0.3104429692029953,9,D1,0,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,9,9,7,OK,1,1000,4.816479930623699,1.52587890625e-05
task-v2-095187356858,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D2,16,16,10,16,16,1,1463.0,,False,False,9,2,0.2222222222222222,65536,2,3.0517578125e-05,1,16.0,False,0.0003539836034178734,0.31044546514749527,0.3104429692029953,9,D2,0,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,9,9,7,OK,1,1000,4.515449934959718,1.52587890625e-05
task-v2-0b71cbcaebc2,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D3,16,16,10,16,16,1,1570.0,,False,False,9,3,0.3333333333333333,65536,3,4.57763671875e-05,1,8.0,False,0.0003539836034178734,0.3104452770203352,0.3104429692029953,9,D3,0,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,9,9,7,OK,1,1000,4.339358675904037,1.52587890625e-05
task-v2-606c43f06406,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D4,16,16,10,16,16,1,1605.0,,False,False,9,4,0.4444444444444444,65536,4,6.103515625e-05,1,8.0,False,0.0003539836034178734,0.3104450758546591,0.3104429692029953,9,D4,0,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,9,9,7,OK,1,1000,4.214419939295737,1.52587890625e-05
task-v2-9f1427c2fbd8,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D5,16,16,10,16,16,1,2235.0,,False,False,9,6,0.6666666666666666,65536,6,9.1552734375e-05,2,8.0,False,0.0003539836034178734,0.31044530868530273,0.3104429692029953,9,D5,0,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,9,9,7,OK,1,1000,4.038328680240055,1.52587890625e-05
task-v2-07b8f456a957,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D6,16,16,10,16,16,1,2479.0,,False,False,9,8,0.8888888888888888,65536,8,0.0001220703125,2,8.0,False,0.0003539836034178734,0.31044541765004396,0.3104429692029953,9,D6,0,distinct_feasible_route_cardinality,8,8,PREFERRED_EXACT,9,9,7,OK,1,1000,3.9133899436317554,1.52587890625e-05
task-v2-b5e00db3fe1a,g-3ff7063ef9ea5cfb,v2-S4-b000-g-3ff7063ef9ea5cfb,S4,D7,16,16,10,16,16,1,2582.0,,False,False,9,9,1.0,65536,9,0.0001373291015625,2,8.0,False,0.0003539836034178734,0.3104454008862376,0.3104429692029953,9,D7,0,distinct_feasible_route_cardinality,9,9,PREFERRED_EXACT,9,9,7,OK,1,1000,3.8622374211843744,1.52587890625e-05
task-v2-59a464f36e13,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D1,16,16,10,16,16,1,1327.0,,False,False,8,1,0.125,65536,1,1.52587890625e-05,1,19.0,False,0.0007232809439301491,0.3079713201150298,0.30796128511428833,8,D1,1,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,8,8,7,OK,1,1000,4.816479930623699,1.52587890625e-05
task-v2-a2561503b5d0,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D2,16,16,10,16,16,1,2065.0,,False,False,8,2,0.25,65536,2,3.0517578125e-05,1,13.0,False,0.0007232809439301491,0.3079689731821418,0.30796128511428833,8,D2,1,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,8,8,7,OK,1,1000,4.515449934959718,1.52587890625e-05
task-v2-f6d986d24578,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D3,16,16,10,16,16,1,2103.0,,False,False,8,3,0.375,65536,3,4.57763671875e-05,1,13.0,False,0.0007232809439301491,0.30796758364886045,0.30796128511428833,8,D3,1,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,8,8,7,OK,1,1000,4.339358675904037,1.52587890625e-05
task-v2-5d31ef4af595,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D4,16,16,10,16,16,1,2706.0,,False,False,8,4,0.5,65536,4,6.103515625e-05,1,13.0,False,0.0007232809439301491,0.30797989666461945,0.30796128511428833,8,D4,1,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,8,8,7,OK,1,1000,4.214419939295737,1.52587890625e-05
task-v2-5b5a3995de2b,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D5,16,16,10,16,16,1,2785.0,,False,False,8,5,0.625,65536,5,7.62939453125e-05,1,13.0,False,0.0007232809439301491,0.3079678285866976,0.30796128511428833,8,D5,1,distinct_feasible_route_cardinality,5,5,ADAPTIVE_RESOLUTION_FILL,8,8,7,OK,1,1000,4.11750992628768,1.52587890625e-05
task-v2-cf1a83d8dbf9,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D6,16,16,10,16,16,1,2814.0,,False,False,8,6,0.75,65536,6,9.1552734375e-05,1,13.0,False,0.0007232809439301491,0.3079677503556013,0.30796128511428833,8,D6,1,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,8,8,7,OK,1,1000,4.038328680240055,1.52587890625e-05
task-v2-e243a3cd3e64,g-bd62d2d752385cc7,v2-S4-b001-g-bd62d2d752385cc7,S4,D7,16,16,10,16,16,1,3134.0,,False,False,8,8,1.0,65536,8,0.0001220703125,1,13.0,False,0.0007232809439301491,0.3079808186739683,0.30796128511428833,8,D7,1,distinct_feasible_route_cardinality,8,8,PREFERRED_EXACT,8,8,7,OK,1,1000,3.9133899436317554,1.52587890625e-05
task-v2-00b7b12999ba,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D1,16,16,10,16,16,1,1404.0,,False,False,8,1,0.125,65536,1,1.52587890625e-05,1,23.0,False,0.00029170047491788864,0.30803044606000185,0.30802713334560394,8,D1,2,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,8,8,7,OK,1,1000,4.816479930623699,1.52587890625e-05
task-v2-26d674ac9727,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D2,16,16,10,16,16,1,1480.0,,False,False,8,2,0.25,65536,2,3.0517578125e-05,1,23.0,False,0.00029170047491788864,0.30802951101213694,0.30802713334560394,8,D2,2,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,8,8,7,OK,1,1000,4.515449934959718,1.52587890625e-05
task-v2-d4d85eef1fda,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D3,16,16,10,16,16,1,1637.0,,False,False,8,3,0.375,65536,3,4.57763671875e-05,1,22.0,False,0.00029170047491788864,0.3080293498933315,0.30802713334560394,8,D3,2,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,8,8,7,OK,1,1000,4.339358675904037,1.52587890625e-05
task-v2-45bf90adfb6d,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D4,16,16,10,16,16,1,1879.0,,False,False,8,4,0.5,65536,4,6.103515625e-05,1,18.0,False,0.00029170047491788864,0.30802930518984795,0.30802713334560394,8,D4,2,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,8,8,7,OK,1,1000,4.214419939295737,1.52587890625e-05
task-v2-980575647e27,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D5,16,16,10,16,16,1,1896.0,,False,False,8,5,0.625,65536,5,7.62939453125e-05,1,14.0,False,0.00029170047491788864,0.3080291673541069,0.30802713334560394,8,D5,2,distinct_feasible_route_cardinality,5,5,ADAPTIVE_RESOLUTION_FILL,8,8,7,OK,1,1000,4.11750992628768,1.52587890625e-05
task-v2-36c69f7819b3,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D6,16,16,10,16,16,1,2198.0,,False,False,8,6,0.75,65536,6,9.1552734375e-05,1,14.0,False,0.00029170047491788864,0.308029243722558,0.30802713334560394,8,D6,2,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,8,8,7,OK,1,1000,4.038328680240055,1.52587890625e-05
task-v2-05a98ad7eaff,g-28cd30a80498cca2,v2-S4-b002-g-28cd30a80498cca2,S4,D7,16,16,10,16,16,1,2440.0,,False,False,8,8,1.0,65536,8,0.0001220703125,1,14.0,False,0.00029170047491788864,0.3080294094979763,0.30802713334560394,8,D7,2,distinct_feasible_route_cardinality,8,8,PREFERRED_EXACT,8,8,7,OK,1,1000,3.9133899436317554,1.52587890625e-05
task-v2-9e1a55247e55,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D1,16,16,10,16,16,1,663.0,,False,False,10,1,0.1,65536,1,1.52587890625e-05,1,8.0,False,0.0002508740872144699,0.31133006419986486,0.31132662389427423,10,D1,3,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,10,10,7,OK,1,1000,4.816479930623699,1.52587890625e-05
task-v2-eb5609efbad0,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D2,16,16,10,16,16,1,679.0,,False,False,10,2,0.2,65536,2,3.0517578125e-05,1,8.0,False,0.0002508740872144699,0.3113294281065464,0.31132662389427423,10,D2,3,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,10,10,7,OK,1,1000,4.515449934959718,1.52587890625e-05
task-v2-41fa72c23442,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D3,16,16,10,16,16,1,785.0,,False,False,10,3,0.3,65536,3,4.57763671875e-05,1,8.0,False,0.0002508740872144699,0.3113290835171938,0.31132662389427423,10,D3,3,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,10,10,7,OK,1,1000,4.339358675904037,1.52587890625e-05
task-v2-e6a20043db41,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D4,16,16,10,16,16,1,794.0,,False,False,10,4,0.4,65536,4,6.103515625e-05,1,8.0,False,0.0002508740872144699,0.3113289065659046,0.31132662389427423,10,D4,3,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,10,10,7,OK,1,1000,4.214419939295737,1.52587890625e-05
task-v2-db534d0b262a,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D5,16,16,10,16,16,1,975.0,,False,False,10,6,0.6,65536,6,9.1552734375e-05,1,8.0,False,0.0002508740872144699,0.31132886931300163,0.31132662389427423,10,D5,3,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,10,10,7,OK,1,1000,4.038328680240055,1.52587890625e-05
task-v2-6372d6a2314d,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D6,16,16,10,16,16,1,1253.0,,False,False,10,8,0.8,65536,8,0.0001220703125,1,8.0,False,0.0002508740872144699,0.31132901553064585,0.31132662389427423,10,D6,3,distinct_feasible_route_cardinality,8,8,PREFERRED_EXACT,10,10,7,OK,1,1000,3.9133899436317554,1.52587890625e-05
task-v2-cb6317a18cf3,g-f6afb3a3727100d3,v2-S4-b003-g-f6afb3a3727100d3,S4,D7,16,16,10,16,16,1,2064.0,,False,False,10,10,1.0,65536,10,0.000152587890625,1,8.0,False,0.0002508740872144699,0.3113291170448065,0.31132662389427423,10,D7,3,distinct_feasible_route_cardinality,10,10,PREFERRED_EXACT,10,10,7,OK,1,1000,3.816479930623699,1.52587890625e-05
task-v2-9bb6197d70f9,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D1,16,16,10,16,16,1,1177.0,,False,False,8,1,0.125,65536,1,1.52587890625e-05,1,24.0,False,0.000705203041434288,0.3074504258111119,0.3074469957500696,8,D1,4,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,8,8,7,OK,1,1000,4.816479930623699,1.52587890625e-05
task-v2-d50991f4f8ba,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D2,16,16,10,16,16,1,1327.0,,False,False,8,2,0.25,65536,2,3.0517578125e-05,1,15.0,False,0.000705203041434288,0.3074500672519207,0.3074469957500696,8,D2,4,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,8,8,7,OK,1,1000,4.515449934959718,1.52587890625e-05
task-v2-51e0b98b7ef5,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D3,16,16,10,16,16,1,1391.0,,False,False,8,3,0.375,65536,3,4.57763671875e-05,1,9.0,False,0.000705203041434288,0.3074493622407317,0.3074469957500696,8,D3,4,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,8,8,7,OK,1,1000,4.339358675904037,1.52587890625e-05
task-v2-41f38ee1e3c2,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D4,16,16,10,16,16,1,1451.0,,False,False,8,4,0.5,65536,4,6.103515625e-05,1,9.0,False,0.000705203041434288,0.3074492197483778,0.3074469957500696,8,D4,4,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,8,8,7,OK,1,1000,4.214419939295737,1.52587890625e-05
task-v2-7a2c20a84cd2,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D5,16,16,10,16,16,1,1915.0,,False,False,8,5,0.625,65536,5,7.62939453125e-05,1,9.0,False,0.000705203041434288,0.3074492858722806,0.3074469957500696,8,D5,4,distinct_feasible_route_cardinality,5,5,ADAPTIVE_RESOLUTION_FILL,8,8,7,OK,1,1000,4.11750992628768,1.52587890625e-05
task-v2-c4754bf838d1,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D6,16,16,10,16,16,1,1916.0,,False,False,8,6,0.75,65536,6,9.1552734375e-05,1,9.0,False,0.000705203041434288,0.3074492337182164,0.3074469957500696,8,D6,4,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,8,8,7,OK,1,1000,4.038328680240055,1.52587890625e-05
task-v2-aefa943bb0f9,g-2fa0de1665fa7816,v2-S4-b004-g-2fa0de1665fa7816,S4,D7,16,16,10,16,16,1,2463.0,,False,False,8,8,1.0,65536,8,0.0001220703125,1,9.0,False,0.000705203041434288,0.3074493929743767,0.3074469957500696,8,D7,4,distinct_feasible_route_cardinality,8,8,PREFERRED_EXACT,8,8,7,OK,1,1000,3.9133899436317554,1.52587890625e-05
task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D1,19,19,11,19,19,1,1017.0,,False,False,10,1,0.1,524288,1,1.9073486328125e-06,1,5.0,False,0.0004822090268135071,2.696891480125487,2.6968878069892526,10,D1,0,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,10,10,7,OK,1,1000,5.719569917615643,1.9073486328125e-06
task-v2-7d4ec5aed494,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D2,19,19,11,19,19,1,1144.0,,False,False,10,2,0.2,524288,2,3.814697265625e-06,1,5.0,False,0.0004822090268135071,2.69689055159688,2.6968878069892526,10,D2,0,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,10,10,7,OK,1,1000,5.418539921951662,1.9073486328125e-06
task-v2-7133b996bac7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D3,19,19,11,19,19,1,1150.0,,False,False,10,3,0.3,524288,3,5.7220458984375e-06,1,5.0,False,0.0004822090268135071,2.6968901995569468,2.6968878069892526,10,D3,0,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,10,10,7,OK,1,1000,5.24244866289598,1.9073486328125e-06
task-v2-b9b3757d64c0,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D4,19,19,11,19,19,1,1171.0,,False,False,10,4,0.4,524288,4,7.62939453125e-06,1,5.0,False,0.0004822090268135071,2.6968898763880134,2.6968878069892526,10,D4,0,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,10,10,7,OK,1,1000,5.11750992628768,1.9073486328125e-06
task-v2-11173062a501,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D5,19,19,11,19,19,1,1902.0,,False,False,10,6,0.6,524288,6,1.1444091796875e-05,1,5.0,False,0.0004822090268135071,2.6968900579959154,2.6968878069892526,10,D5,0,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,10,10,7,OK,1,1000,4.941418667231999,1.9073486328125e-06
task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D6,19,19,11,19,19,1,2459.0,,False,False,10,8,0.8,524288,8,1.52587890625e-05,1,5.0,False,0.0004822090268135071,2.6968904566019773,2.6968878069892526,10,D6,0,distinct_feasible_route_cardinality,8,8,PREFERRED_EXACT,10,10,7,OK,1,1000,4.816479930623699,1.9073486328125e-06
task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,v2-S5-b000-g-a87f1b9ac089cc45,S5,D7,19,19,11,19,19,1,2806.0,,False,False,10,10,1.0,524288,10,1.9073486328125e-05,1,5.0,False,0.0004822090268135071,2.696890433318913,2.6968878069892526,10,D7,0,distinct_feasible_route_cardinality,10,10,PREFERRED_EXACT,10,10,7,OK,1,1000,4.719569917615643,1.9073486328125e-06
task-v2-420d9636beee,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D1,19,19,11,19,19,1,414.0,,False,False,12,1,0.08333333333333333,524288,1,1.9073486328125e-06,1,11.0,False,0.0002986779436469078,2.6785788834095,2.6785751143470407,12,D1,1,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,12,12,7,OK,1,1000,5.719569917615643,1.9073486328125e-06
task-v2-e449b07a1126,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D2,19,19,11,19,19,1,508.0,,False,False,12,2,0.16666666666666666,524288,2,3.814697265625e-06,1,11.0,False,0.0002986779436469078,2.6785777704790235,2.6785751143470407,12,D2,1,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,12,12,7,OK,1,1000,5.418539921951662,1.9073486328125e-06
task-v2-6e79cb6720c5,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D3,19,19,11,19,19,1,592.0,,False,False,12,3,0.25,524288,3,5.7220458984375e-06,1,11.0,False,0.0002986779436469078,2.678577519953251,2.6785751143470407,12,D3,1,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,12,12,7,OK,1,1000,5.24244866289598,1.9073486328125e-06
task-v2-526a936f38d9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D4,19,19,11,19,19,1,617.0,,False,False,12,4,0.3333333333333333,524288,4,7.62939453125e-06,1,9.0,False,0.0002986779436469078,2.6785772955045104,2.6785751143470407,12,D4,1,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,12,12,7,OK,1,1000,5.11750992628768,1.9073486328125e-06
task-v2-89b7591232ff,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D5,19,19,11,19,19,1,711.0,,False,False,12,6,0.5,524288,6,1.1444091796875e-05,1,8.0,False,0.0002986779436469078,2.6785773569718003,2.6785751143470407,12,D5,1,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,12,12,7,OK,1,1000,4.941418667231999,1.9073486328125e-06
task-v2-5f165c277bb9,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D6,19,19,11,19,19,1,1002.0,,False,False,12,8,0.6666666666666666,524288,8,1.52587890625e-05,1,8.0,False,0.0002986779436469078,2.6785776698961854,2.6785751143470407,12,D6,1,distinct_feasible_route_cardinality,8,8,PREFERRED_EXACT,12,12,7,OK,1,1000,4.816479930623699,1.9073486328125e-06
task-v2-780e1209d403,g-e0c69f84d376b633,v2-S5-b001-g-e0c69f84d376b633,S5,D7,19,19,11,19,19,1,1631.0,,False,False,12,12,1.0,524288,12,2.288818359375e-05,1,8.0,False,0.0002986779436469078,2.678581740707159,2.6785751143470407,12,D7,1,distinct_feasible_route_cardinality,12,12,PREFERRED_EXACT,12,12,7,OK,1,1000,4.640388671568018,1.9073486328125e-06
task-v2-5ae92cb9d249,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D1,19,19,11,19,19,1,885.0,,False,False,12,1,0.08333333333333333,524288,1,1.9073486328125e-06,1,10.0,False,0.0005141524598002434,2.715064245276153,2.715060517191887,12,D1,2,distinct_feasible_route_cardinality,1,1,PREFERRED_EXACT,12,12,7,OK,1,1000,5.719569917615643,1.9073486328125e-06
task-v2-dcffea5b9a3e,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D2,19,19,11,19,19,1,1072.0,,False,False,12,2,0.16666666666666666,524288,2,3.814697265625e-06,1,10.0,False,0.0005141524598002434,2.715063014999032,2.715060517191887,12,D2,2,distinct_feasible_route_cardinality,2,2,PREFERRED_EXACT,12,12,7,OK,1,1000,5.418539921951662,1.9073486328125e-06
task-v2-004cf44adcd0,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D3,19,19,11,19,19,1,1285.0,,False,False,12,3,0.25,524288,3,5.7220458984375e-06,1,10.0,False,0.0005141524598002434,2.715062826871872,2.715060517191887,12,D3,2,distinct_feasible_route_cardinality,3,3,ADAPTIVE_RESOLUTION_FILL,12,12,7,OK,1,1000,5.24244866289598,1.9073486328125e-06
task-v2-676c7042f456,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D4,19,19,11,19,19,1,1385.0,,False,False,12,4,0.3333333333333333,524288,4,7.62939453125e-06,1,5.0,False,0.0005141524598002434,2.7150624971836805,2.715060517191887,12,D4,2,distinct_feasible_route_cardinality,4,4,PREFERRED_EXACT,12,12,7,OK,1,1000,5.11750992628768,1.9073486328125e-06
task-v2-d5cf4ef0cd21,g-4a80ed839b63ddd7,v2-S5-b002-g-4a80ed839b63ddd7,S5,D5,19,19,11,19,19,1,1754.0,,False,False,12,6,0.5,524288,6,1.1444091796875e-05,1,5.0,False,0.0005141524598002434,2.71506273932755,2.715060517191887,12,D5,2,distinct_feasible_route_cardinality,6,6,ADAPTIVE_RESOLUTION_FILL,12,12,7,OK,1,1000,4.941418667231999,1.9073486328125e-06
