task_id,graph_id,base_instance_id,size_stratum,tightness_level,target_n_edges,actual_n_edges,n_nodes,n_edges,n_qubits,resource_count,budget,budget_quantile,duplicate_budget,duplicate_feasible_set,n_candidate_routes,n_feasible_routes,route_feasible_fraction,state_space_size,n_feasible_states,feasible_state_fraction,n_optimal_states,optimal_cost,zero_feasible,task_build_time_s,exact_reference_time_s,representation_enumeration_time_s,structural_path_state_count
task-cd3cc7340a49,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T3,13,13,8,13,13,1,15.0,0.7,False,False,7,5,0.7142857142857143,8192,5,0.0006103515625,1,15.0,False,0.00034759100526571274,0.03644810523837805,0.03641222324222326,7
task-16c545296405,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T4,13,13,8,13,13,1,15.0,0.55,True,True,7,5,0.7142857142857143,8192,5,0.0006103515625,1,15.0,False,0.00034759100526571274,0.03644550684839487,0.03641222324222326,7
task-b6ea1899434e,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T5,13,13,8,13,13,1,15.0,0.4,True,True,7,5,0.7142857142857143,8192,5,0.0006103515625,1,15.0,False,0.00034759100526571274,0.03644350357353687,0.03641222324222326,7
task-712218eee882,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T6,13,13,8,13,13,1,14.0,0.2,False,False,7,2,0.2857142857142857,8192,2,0.000244140625,1,15.0,False,0.00034759100526571274,0.03644326329231262,0.03641222324222326,7
task-a76ddb128442,g-d0c2be481b1e7235,S3-b004-g-d0c2be481b1e7235,S3,T7,13,13,8,13,13,1,13.0,0.0,False,False,7,1,0.14285714285714285,8192,1,0.0001220703125,1,18.0,False,0.00034759100526571274,0.03644200786948204,0.03641222324222326,7
task-1895af52a989,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T1,16,16,10,16,16,1,25.0,1.0,False,False,9,9,1.0,65536,9,0.0001373291015625,2,8.0,False,0.0004935469478368759,0.32453480921685696,0.3244349453598261,9
task-fcd01acf4f29,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T2,16,16,10,16,16,1,25.0,0.85,True,True,9,9,1.0,65536,9,0.0001373291015625,2,8.0,False,0.0004935469478368759,0.32447688467800617,0.3244349453598261,9
task-9bd18c60584a,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T3,16,16,10,16,16,1,22.0,0.7,False,False,9,6,0.6666666666666666,65536,6,9.1552734375e-05,2,8.0,False,0.0004935469478368759,0.32447097823023796,0.3244349453598261,9
task-791f82666548,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T4,16,16,10,16,16,1,18.0,0.55,False,False,9,5,0.5555555555555556,65536,5,7.62939453125e-05,2,8.0,False,0.0004935469478368759,0.3244674801826477,0.3244349453598261,9
task-9f9624caf915,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T5,16,16,10,16,16,1,16.0,0.4,False,False,9,4,0.4444444444444444,65536,4,6.103515625e-05,1,8.0,False,0.0004935469478368759,0.32446717843413353,0.3244349453598261,9
task-48d9d0749b6b,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T6,16,16,10,16,16,1,16.0,0.2,True,True,9,4,0.4444444444444444,65536,4,6.103515625e-05,1,8.0,False,0.0004935469478368759,0.3244654284790158,0.3244349453598261,9
task-e4871154e2ba,g-5862e3c4d7860c94,S4-b000-g-5862e3c4d7860c94,S4,T7,16,16,10,16,16,1,9.0,0.0,False,False,9,1,0.1111111111111111,65536,1,1.52587890625e-05,1,16.0,False,0.0004935469478368759,0.32446523755788803,0.3244349453598261,9
task-6769c4d8737b,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T1,16,16,10,16,16,1,30.0,1.0,False,False,8,8,1.0,65536,8,0.0001220703125,1,13.0,False,0.0003173481673002243,0.33064797427505255,0.330548326484859,8
task-2b23b69975c2,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T2,16,16,10,16,16,1,27.0,0.85,False,False,8,6,0.75,65536,6,9.1552734375e-05,1,13.0,False,0.0003173481673002243,0.3305892078205943,0.330548326484859,8
task-7a6a740b7e01,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T3,16,16,10,16,16,1,26.0,0.7,False,False,8,5,0.625,65536,5,7.62939453125e-05,1,13.0,False,0.0003173481673002243,0.3305844906717539,0.330548326484859,8
task-849e6de1f919,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T4,16,16,10,16,16,1,26.0,0.55,True,True,8,5,0.625,65536,5,7.62939453125e-05,1,13.0,False,0.0003173481673002243,0.3305813828483224,0.330548326484859,8
task-0f8f9d41daf9,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T5,16,16,10,16,16,1,21.0,0.4,False,False,8,3,0.375,65536,3,4.57763671875e-05,1,13.0,False,0.0003173481673002243,0.3305800398811698,0.330548326484859,8
task-3b0e7d55687c,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T6,16,16,10,16,16,1,20.0,0.2,False,False,8,2,0.25,65536,2,3.0517578125e-05,1,13.0,False,0.0003173481673002243,0.3305798154324293,0.330548326484859,8
task-fbea03384652,g-0b2888c172349795,S4-b001-g-0b2888c172349795,S4,T7,16,16,10,16,16,1,14.0,0.0,False,False,8,1,0.125,65536,1,1.52587890625e-05,1,19.0,False,0.0003173481673002243,0.3305781167000532,0.330548326484859,8
task-6b7bc9bf4bf9,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T1,16,16,10,16,16,1,23.0,1.0,False,False,8,8,1.0,65536,8,0.0001220703125,1,14.0,False,0.0008153859525918961,0.32669865246862173,0.32656897883862257,8
task-353201fc7950,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T2,16,16,10,16,16,1,21.0,0.85,False,False,8,6,0.75,65536,6,9.1552734375e-05,1,14.0,False,0.0008153859525918961,0.3266117796301842,0.32656897883862257,8
task-9462edaa463f,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T3,16,16,10,16,16,1,18.0,0.7,False,False,8,5,0.625,65536,5,7.62939453125e-05,1,14.0,False,0.0008153859525918961,0.3266045954078436,0.32656897883862257,8
task-0a446dc561e8,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T4,16,16,10,16,16,1,18.0,0.55,True,True,8,5,0.625,65536,5,7.62939453125e-05,1,14.0,False,0.0008153859525918961,0.3266020780429244,0.32656897883862257,8
task-8a80748c9cc0,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T5,16,16,10,16,16,1,16.0,0.4,False,False,8,3,0.375,65536,3,4.57763671875e-05,1,22.0,False,0.0008153859525918961,0.32660053577274084,0.32656897883862257,8
task-dbeefd42d960,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T6,16,16,10,16,16,1,16.0,0.2,True,True,8,3,0.375,65536,3,4.57763671875e-05,1,22.0,False,0.0008153859525918961,0.32659905683249235,0.32656897883862257,8
task-10a4d8da4127,g-e13c6faa15e11202,S4-b002-g-e13c6faa15e11202,S4,T7,16,16,10,16,16,1,13.0,0.0,False,False,8,1,0.125,65536,1,1.52587890625e-05,1,23.0,False,0.0008153859525918961,0.3265989404171705,0.32656897883862257,8
task-3bc1d4c2abfa,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T1,16,16,10,16,16,1,20.0,1.0,False,False,10,10,1.0,65536,10,0.000152587890625,1,8.0,False,0.000697028823196888,0.3244315506890416,0.32433272898197174,10
task-97df6ee72525,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T2,16,16,10,16,16,1,13.0,0.85,False,False,10,8,0.8,65536,8,0.0001220703125,1,8.0,False,0.000697028823196888,0.32437710743397474,0.32433272898197174,10
task-3b61ef163609,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T3,16,16,10,16,16,1,12.0,0.7,False,False,10,7,0.7,65536,7,0.0001068115234375,1,8.0,False,0.000697028823196888,0.3243694566190243,0.32433272898197174,10
task-bc1b61792f39,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T4,16,16,10,16,16,1,10.0,0.55,False,False,10,6,0.6,65536,6,9.1552734375e-05,1,8.0,False,0.000697028823196888,0.3243668582290411,0.32433272898197174,10
task-63512107f5d2,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T5,16,16,10,16,16,1,9.0,0.4,False,False,10,4,0.4,65536,4,6.103515625e-05,1,8.0,False,0.000697028823196888,0.3243654053658247,0.32433272898197174,10
task-695606112ff1,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T6,16,16,10,16,16,1,8.0,0.2,False,False,10,3,0.3,65536,3,4.57763671875e-05,1,8.0,False,0.000697028823196888,0.3243642281740904,0.32433272898197174,10
task-559d635b7419,g-b7bfa4b08047a3d1,S4-b003-g-b7bfa4b08047a3d1,S4,T7,16,16,10,16,16,1,7.0,0.0,False,False,10,1,0.1,65536,1,1.52587890625e-05,1,8.0,False,0.000697028823196888,0.3243629690259695,0.32433272898197174,10
task-22338bb043f6,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T1,16,16,10,16,16,1,24.0,1.0,False,False,8,8,1.0,65536,8,0.0001220703125,1,9.0,False,0.0003814864903688431,0.32308153714984655,0.3229546993970871,8
task-aaac4ed8bc32,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T2,16,16,10,16,16,1,19.0,0.85,False,False,8,6,0.75,65536,6,9.1552734375e-05,1,9.0,False,0.0003814864903688431,0.32299831975251436,0.3229546993970871,8
task-6bad334863d7,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T3,16,16,10,16,16,1,18.0,0.7,False,False,8,5,0.625,65536,5,7.62939453125e-05,1,9.0,False,0.0003814864903688431,0.32299064192920923,0.3229546993970871,8
task-3f17853c44b2,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T4,16,16,10,16,16,1,15.0,0.55,False,False,8,4,0.5,65536,4,6.103515625e-05,1,9.0,False,0.0003814864903688431,0.3229874111711979,0.3229546993970871,8
task-fd4a98f4b2c1,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T5,16,16,10,16,16,1,13.0,0.4,False,False,8,3,0.375,65536,3,4.57763671875e-05,1,9.0,False,0.0003814864903688431,0.32298646215349436,0.3229546993970871,8
task-a04ac9b321c0,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T6,16,16,10,16,16,1,13.0,0.2,True,True,8,3,0.375,65536,3,4.57763671875e-05,1,9.0,False,0.0003814864903688431,0.3229853706434369,0.3229546993970871,8
task-a8252e85e02d,g-50bfea5134a5b688,S4-b004-g-50bfea5134a5b688,S4,T7,16,16,10,16,16,1,12.0,0.0,False,False,8,1,0.125,65536,1,1.52587890625e-05,1,24.0,False,0.0003814864903688431,0.32298499159514904,0.3229546993970871,8
task-72005c52d829,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T1,19,19,11,19,19,1,27.0,1.0,False,False,10,10,1.0,524288,10,1.9073486328125e-05,1,5.0,False,0.0003601517528295517,2.862639673985541,2.862534236162901,10
task-adb27c6f7bd8,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T2,19,19,11,19,19,1,24.0,0.85,False,False,10,8,0.8,524288,8,1.52587890625e-05,1,5.0,False,0.0003601517528295517,2.8625762267038226,2.862534236162901,10
task-671bc97d2e16,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T3,19,19,11,19,19,1,22.0,0.7,False,False,10,7,0.7,524288,7,1.33514404296875e-05,1,5.0,False,0.0003601517528295517,2.86256985925138,2.862534236162901,10
task-d282a08a32dd,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T4,19,19,11,19,19,1,17.0,0.55,False,False,10,5,0.5,524288,5,9.5367431640625e-06,1,5.0,False,0.0003601517528295517,2.862567910924554,2.862534236162901,10
task-27d977c8a97a,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T5,19,19,11,19,19,1,13.0,0.4,False,False,10,4,0.4,524288,4,7.62939453125e-06,1,5.0,False,0.0003601517528295517,2.862566108815372,2.862534236162901,10
task-3af44a1b4814,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T6,19,19,11,19,19,1,12.0,0.2,False,False,10,3,0.3,524288,3,5.7220458984375e-06,1,5.0,False,0.0003601517528295517,2.8625665279105306,2.862534236162901,10
task-c2226a3770a7,g-e15079b273b4594e,S5-b000-g-e15079b273b4594e,S5,T7,19,19,11,19,19,1,11.0,0.0,False,False,10,1,0.1,524288,1,1.9073486328125e-06,1,5.0,False,0.0003601517528295517,2.862565105780959,2.862534236162901,10
task-d921f468b227,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T1,19,19,11,19,19,1,17.0,1.0,False,False,12,12,1.0,524288,12,2.288818359375e-05,1,8.0,False,0.00035000406205654144,2.830829992890358,2.830724570900202,12
task-cb6b00cf4433,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T2,19,19,11,19,19,1,15.0,0.85,False,False,12,11,0.9166666666666666,524288,11,2.09808349609375e-05,1,8.0,False,0.00035000406205654144,2.830768447369337,2.830724570900202,12
task-33b416ceadaa,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T3,19,19,11,19,19,1,10.0,0.7,False,False,12,8,0.6666666666666666,524288,8,1.52587890625e-05,1,8.0,False,0.00035000406205654144,2.8307614233344793,2.830724570900202,12
task-c00f658260a4,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T4,19,19,11,19,19,1,9.0,0.55,False,False,12,7,0.5833333333333334,524288,7,1.33514404296875e-05,1,8.0,False,0.00035000406205654144,2.8307581832632422,2.830724570900202,12
task-92fe5dc68ff4,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T5,19,19,11,19,19,1,7.0,0.4,False,False,12,5,0.4166666666666667,524288,5,9.5367431640625e-06,1,8.0,False,0.00035000406205654144,2.830756879411638,2.830724570900202,12
task-92e111b0f97d,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T6,19,19,11,19,19,1,7.0,0.2,True,True,12,5,0.4166666666666667,524288,5,9.5367431640625e-06,1,8.0,False,0.00035000406205654144,2.8307564919814467,2.830724570900202,12
task-e89bd869c02f,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T7,19,19,11,19,19,1,5.0,0.0,False,False,12,1,0.08333333333333333,524288,1,1.9073486328125e-06,1,11.0,False,0.00035000406205654144,2.830755260773003,2.830724570900202,12
task-77d61535b35d,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T1,19,19,11,19,19,1,28.0,1.0,False,False,12,12,1.0,524288,12,2.288818359375e-05,1,5.0,False,0.0008566984906792641,2.8254074156284332,2.825295237824321,12
task-b116f31c993f,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T2,19,19,11,19,19,1,24.0,0.85,False,False,12,10,0.8333333333333334,524288,10,1.9073486328125e-05,1,5.0,False,0.0008566984906792641,2.825338096357882,2.825295237824321,12
task-49e9d0c5915c,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T3,19,19,11,19,19,1,19.0,0.7,False,False,12,8,0.6666666666666666,524288,8,1.52587890625e-05,1,5.0,False,0.0008566984906792641,2.8253314150497317,2.825295237824321,12
task-c9686eac5a2a,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T4,19,19,11,19,19,1,18.0,0.55,False,False,12,7,0.5833333333333334,524288,7,1.33514404296875e-05,1,5.0,False,0.0008566984906792641,2.825329054147005,2.825295237824321,12
task-ab2a3c6221b9,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T5,19,19,11,19,19,1,17.0,0.4,False,False,12,6,0.5,524288,6,1.1444091796875e-05,1,5.0,False,0.0008566984906792641,2.8253277065232396,2.825295237824321,12
task-e4dc92139087,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T6,19,19,11,19,19,1,13.0,0.2,False,False,12,4,0.3333333333333333,524288,4,7.62939453125e-06,1,5.0,False,0.0008566984906792641,2.8253268385306,2.825295237824321,12
task-27876fc9fffb,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T7,19,19,11,19,19,1,9.0,0.0,False,False,12,1,0.08333333333333333,524288,1,1.9073486328125e-06,1,10.0,False,0.0008566984906792641,2.825325940735638,2.825295237824321,12
task-216a03667f73,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T1,19,19,11,19,19,1,22.0,1.0,False,False,10,10,1.0,524288,10,1.9073486328125e-05,1,8.0,False,0.00038275960832834244,2.8730577249079943,2.8729486102238297,10
task-a8e371e41cd0,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T2,19,19,11,19,19,1,20.0,0.85,False,False,10,8,0.8,524288,8,1.52587890625e-05,1,8.0,False,0.00038275960832834244,2.8729920061305165,2.8729486102238297,10
task-4880b9134d1f,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T3,19,19,11,19,19,1,20.0,0.7,True,True,10,8,0.8,524288,8,1.52587890625e-05,1,8.0,False,0.00038275960832834244,2.8729845210909843,2.8729486102238297,10
task-a9411565bc6c,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T4,19,19,11,19,19,1,17.0,0.55,False,False,10,5,0.5,524288,5,9.5367431640625e-06,1,8.0,False,0.00038275960832834244,2.872983722947538,2.8729486102238297,10
task-8bc1a34275d8,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T5,19,19,11,19,19,1,12.0,0.4,False,False,10,4,0.4,524288,4,7.62939453125e-06,1,8.0,False,0.00038275960832834244,2.8729812130331993,2.8729486102238297,10
task-3c63b2af65ac,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T6,19,19,11,19,19,1,8.0,0.2,False,False,10,2,0.2,524288,2,3.814697265625e-06,1,12.0,False,0.00038275960832834244,2.872980215586722,2.8729486102238297,10
task-c71a7c1e534b,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T7,19,19,11,19,19,1,6.0,0.0,False,False,10,1,0.1,524288,1,1.9073486328125e-06,1,12.0,False,0.00038275960832834244,2.8729788418859243,2.8729486102238297,10
task-61edaab7c71e,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T1,19,19,11,19,19,1,26.0,1.0,False,False,12,12,1.0,524288,12,2.288818359375e-05,1,10.0,False,0.0004013180732727051,2.930808797478676,2.9306912953034043,12
task-de2635629d27,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T2,19,19,11,19,19,1,20.0,0.85,False,False,12,10,0.8333333333333334,524288,10,1.9073486328125e-05,1,10.0,False,0.0004013180732727051,2.9307335233315825,2.9306912953034043,12
task-a34461871cb2,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T3,19,19,11,19,19,1,18.0,0.7,False,False,12,8,0.6666666666666666,524288,8,1.52587890625e-05,1,10.0,False,0.0004013180732727051,2.930726901628077,2.9306912953034043,12
task-a9182beb835c,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T4,19,19,11,19,19,1,18.0,0.55,True,True,12,8,0.6666666666666666,524288,8,1.52587890625e-05,1,10.0,False,0.0004013180732727051,2.9307253723964095,2.9306912953034043,12
task-dd61d7947946,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T5,19,19,11,19,19,1,14.0,0.4,False,False,12,5,0.4166666666666667,524288,5,9.5367431640625e-06,2,13.0,False,0.0004013180732727051,2.930723400786519,2.9306912953034043,12
task-559fb17ada1f,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T6,19,19,11,19,19,1,13.0,0.2,False,False,12,3,0.25,524288,3,5.7220458984375e-06,1,13.0,False,0.0004013180732727051,2.9307224238291383,2.9306912953034043,12
task-0e2629dce20b,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T7,19,19,11,19,19,1,9.0,0.0,False,False,12,2,0.16666666666666666,524288,2,3.814697265625e-06,2,16.0,False,0.0004013180732727051,2.930721443146467,2.9306912953034043,12
