task_id,graph_id,base_instance_id,size_stratum,tightness_level,target_n_edges,actual_n_edges,budget,generation_seed,duplicate_budget,duplicate_feasible_set,task_path
task-e89bd869c02f,g-0621bd668b23ad3e,S5-b001-g-0621bd668b23ad3e,S5,T7,19,19,5.0,3478783585,False,False,data/tasks/phase0/task-e89bd869c02f.json
task-77d61535b35d,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T1,19,19,28.0,1496510765,False,False,data/tasks/phase0/task-77d61535b35d.json
task-b116f31c993f,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T2,19,19,24.0,1496510765,False,False,data/tasks/phase0/task-b116f31c993f.json
task-49e9d0c5915c,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T3,19,19,19.0,1496510765,False,False,data/tasks/phase0/task-49e9d0c5915c.json
task-c9686eac5a2a,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T4,19,19,18.0,1496510765,False,False,data/tasks/phase0/task-c9686eac5a2a.json
task-ab2a3c6221b9,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T5,19,19,17.0,1496510765,False,False,data/tasks/phase0/task-ab2a3c6221b9.json
task-e4dc92139087,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T6,19,19,13.0,1496510765,False,False,data/tasks/phase0/task-e4dc92139087.json
task-27876fc9fffb,g-e3ffd0a86ed87aaa,S5-b002-g-e3ffd0a86ed87aaa,S5,T7,19,19,9.0,1496510765,False,False,data/tasks/phase0/task-27876fc9fffb.json
task-216a03667f73,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T1,19,19,22.0,3046953553,False,False,data/tasks/phase0/task-216a03667f73.json
task-a8e371e41cd0,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T2,19,19,20.0,3046953553,False,False,data/tasks/phase0/task-a8e371e41cd0.json
task-4880b9134d1f,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T3,19,19,20.0,3046953553,True,True,data/tasks/phase0/task-4880b9134d1f.json
task-a9411565bc6c,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T4,19,19,17.0,3046953553,False,False,data/tasks/phase0/task-a9411565bc6c.json
task-8bc1a34275d8,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T5,19,19,12.0,3046953553,False,False,data/tasks/phase0/task-8bc1a34275d8.json
task-3c63b2af65ac,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T6,19,19,8.0,3046953553,False,False,data/tasks/phase0/task-3c63b2af65ac.json
task-c71a7c1e534b,g-88f05556b4300cce,S5-b003-g-88f05556b4300cce,S5,T7,19,19,6.0,3046953553,False,False,data/tasks/phase0/task-c71a7c1e534b.json
task-61edaab7c71e,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T1,19,19,26.0,1195189866,False,False,data/tasks/phase0/task-61edaab7c71e.json
task-de2635629d27,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T2,19,19,20.0,1195189866,False,False,data/tasks/phase0/task-de2635629d27.json
task-a34461871cb2,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T3,19,19,18.0,1195189866,False,False,data/tasks/phase0/task-a34461871cb2.json
task-a9182beb835c,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T4,19,19,18.0,1195189866,True,True,data/tasks/phase0/task-a9182beb835c.json
task-dd61d7947946,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T5,19,19,14.0,1195189866,False,False,data/tasks/phase0/task-dd61d7947946.json
task-559fb17ada1f,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T6,19,19,13.0,1195189866,False,False,data/tasks/phase0/task-559fb17ada1f.json
task-0e2629dce20b,g-97c4d57eb951f3b8,S5-b004-g-97c4d57eb951f3b8,S5,T7,19,19,9.0,1195189866,False,False,data/tasks/phase0/task-0e2629dce20b.json
