statement_id,section,manuscript_value,canonical_value,source,difference,status,notes
NV158,Scaling Response and Resource Ceiling,0.6539,0.6538851127558897,results/phase3_scaling_v1/summary.json :: exponent_summaries.extrapolation_holdout.O3.min,1.48872441104e-05,SUPPORTED_ROUNDED,SCALING_RESPONSE_RESOURCE_CENSORED
NV159,Scaling Response and Resource Ceiling,2.7952,2.7951989529747765,results/phase3_scaling_v1/summary.json :: exponent_summaries.extrapolation_holdout.O3.max,1.04702522341e-06,SUPPORTED_ROUNDED,SCALING_RESPONSE_RESOURCE_CENSORED
NV160,Scaling Response and Resource Ceiling,20,20,results/phase3_scaling_v1/summary.json :: task_universe.completed_size_ceiling,0,SUPPORTED_EXACT,SCALING_RESPONSE_RESOURCE_CENSORED
NV161,Scaling Response and Resource Ceiling,22,22,results/phase3_scaling_v1/summary.json :: resource_preflight.resource_censored_sizes[0],0,SUPPORTED_EXACT,SCALING_RESPONSE_RESOURCE_CENSORED
NV162,Scaling Response and Resource Ceiling,520,520,results/phase3_scaling_v1/resource_preflight.csv :: m22 estimated_peak_memory_mb,0,SUPPORTED_EXACT,SCALING_RESPONSE_RESOURCE_CENSORED
NV163,Scaling Response and Resource Ceiling,2249.3,2249.3,results/phase3_scaling_v1/resource_preflight.csv :: m22 projected_seconds,0,SUPPORTED_EXACT,SCALING_RESPONSE_RESOURCE_CENSORED
NV164,Scaling Response and Resource Ceiling,1200,1200,configs/phase3_scaling_v1.yaml :: resource guard seconds,0,SUPPORTED_EXACT,SCALING_RESPONSE_RESOURCE_CENSORED
NV165,Scaling Response and Resource Ceiling,180,180,results/phase3_scaling_v1/summary.json :: execution.resource_censored_rows,0,SUPPORTED_EXACT,SCALING_RESPONSE_RESOURCE_CENSORED
NV166,Scaling Response and Resource Ceiling,75,75,results/phase3_scaling_v1/optimality_scaling.csv :: completed graph-objective trajectories,0,SUPPORTED_EXACT,SCALING_RESPONSE_RESOURCE_CENSORED
NV167,Scaling Response and Resource Ceiling,0.696,0.696,results/phase3_scaling_v1/optimality_scaling.csv :: minimum reported median endpoint conditional increase,0,SUPPORTED_EXACT,SCALING_RESPONSE_RESOURCE_CENSORED
NV168,Scaling Response and Resource Ceiling,0.832,0.832,results/phase3_scaling_v1/optimality_scaling.csv :: maximum reported median endpoint conditional increase,0,SUPPORTED_EXACT,SCALING_RESPONSE_RESOURCE_CENSORED
NV169,Discussion,32,32,results/phase2_confirmatory_v1/summary.json :: routing_quality.O3_feasibility_up_conditional_quality_down,0,SUPPORTED_EXACT,
NV170,Discussion,0.1,0.1,configs/phase2_confirmatory_v1.yaml :: frozen CVaR alpha,0,SUPPORTED_EXACT,
NV171,Discussion,82,82,results/phase1_1_optimization_diagnostic/summary.json :: continuation.random_lower_objective_but_lower_G_count,0,SUPPORTED_EXACT,
NV172,Discussion,20,20,results/phase3_scaling_v1/summary.json :: task_universe.completed_size_ceiling,0,SUPPORTED_EXACT,
NV173,Discussion,22,22,results/phase3_scaling_v1/summary.json :: resource_preflight.resource_censored_sizes[0],0,SUPPORTED_EXACT,
NV174,Conclusion,0.1,0.1,configs/phase2_confirmatory_v1.yaml :: frozen CVaR alpha,0,SUPPORTED_EXACT,
NV175,Conclusion,84,84,results/phase2_confirmatory_v1/summary.json :: heldout_task_count,0,SUPPORTED_EXACT,
NV176,Conclusion,15,15,results/phase2_confirmatory_v1/summary.json :: heldout_base_graph_count,0,SUPPORTED_EXACT,
NV177,Conclusion,20,20,results/phase3_scaling_v1/summary.json :: task_universe.completed_size_ceiling,0,SUPPORTED_EXACT,
NV178,Conclusion,22,22,results/phase3_scaling_v1/summary.json :: resource_preflight.resource_censored_sizes[0],0,SUPPORTED_EXACT,
